utterance_idx,ut_len,Negative_score,Neutral_score,Positivity_score,Happy,Fear,Sad,Bored,Angry,Excited,news,query,spam,marketing,feedback,complaint,suggestion,appreciation,IMPACT,EDUCATION,POLITICS,ENTERTAINMENT,TASTE,SPORTS,HEALTHYLIVING,GREEN,BUSINESS,WORLDPOST,TECH,SCIENCE,ARTS&CULTURE,CRIME,TRAVEL,RELIGION,Talker,context_encoded,Empathy,,,
4,55,0.712,0.16,0.128,0.126701318,0.234010788,0.234199439,0.086254258,0.214030339,0.104803858,0.01,0.052,0.091,0.018,0.829,0.169,0.07,0.761,0,0,0.21825552,0.698722363,0.020107755,0,0,0,0,0,0,0,0,0,0,0,2,23,4,,,
3,25,0.482,0.485,0.032,0.057736137,0.147367359,0.276486478,0.266652124,0.209247024,0.042510878,0.007,0.267,0.322,0.024,0.38,0.565,0.07,0.365,0.38721031,0,0.319026619,0.094117396,0,0,0,0,0,0,0,0,0,0,0,0,1,16,3,,,
4,35,0.873,0.114,0.013,0.044649571,0.46349339,0.367591155,0.023098068,0.056980898,0.044186918,0.006,0.099,0.178,0.004,0.713,0.565,0.033,0.402,0.212261275,0,0.642452121,0,0,0.047907569,0,0,0,0,0,0,0,0,0,0,2,2,3,,,
3,113,0.029,0.509,0.462,0.628168246,0.143601135,0.053728911,0.005809425,0.016906969,0.151785315,0.002,0.011,0.186,0,0.801,0.004,0.002,0.994,0.438530862,0,0,0.008317788,0,0,0.537138224,0,0,0,0,0,0,0,0,0,1,9,3,,,
3,118,0.571,0.319,0.111,0.198873509,0.241198719,0.292805602,0.012927188,0.184748433,0.069446549,0.009,0.168,0.293,0.005,0.526,0.382,0.074,0.544,0.845220327,0,0,0.103898108,0,0,0,0,0.015074508,0,0,0,0,0,0,0,1,2,4,,,
3,47,0.854,0.131,0.016,0.092244059,0.157304929,0.303845697,0.094783177,0.270027587,0.081794553,0.002,0.109,0.482,0.006,0.4,0,0,0,0.523021877,0,0.11353679,0.162719935,0,0,0,0,0,0,0,0,0,0,0,0,1,15,2,,,
4,28,0.274,0.712,0.013,0.06249864,0.288606033,0.237242123,0.150416919,0.159661043,0.101575242,0,0.774,0.175,0,0.05,0,0,0,0.400372624,0,0.145683602,0.294035792,0,0,0,0,0,0,0,0,0,0,0,0,2,15,2,,,
1,121,0.881,0.101,0.018,0.070563272,0.26163594,0.371064321,0.009330469,0.203866461,0.083539537,0.004,0.716,0.092,0.005,0.182,0,0,0,0.64901787,0,0.04593914,0,0,0,0,0,0.216788858,0,0,0,0,0,0,0,1,13,2,,,
5,33,0.96,0.039,0.002,0.009680592,0.301788606,0.552370092,0.015421744,0.098761536,0.02197743,0.002,0.043,0.14,0,0.815,0.902,0.017,0.081,0.396598399,0,0,0.364794731,0,0,0,0,0,0.112375468,0,0,0,0,0,0,1,21,4,,,
6,109,0.953,0.04,0.008,0.028018939,0.122811086,0.342017148,0.031626475,0.394231253,0.0812951,0.001,0.62,0.115,0.007,0.257,0,0,0,0.796974778,0,0,0.161976188,0,0,0,0,0,0.015303548,0,0,0,0,0,0,2,21,4,,,
8,208,0.901,0.095,0.004,0.056089995,0.205078575,0.352332292,0.045337013,0.284097305,0.057064819,0.008,0.443,0.126,0.008,0.414,0,0,0,0.808143377,0,0,0,0,0,0.055465251,0,0.049539823,0,0,0,0,0,0,0,2,21,4,,,
1,60,0.834,0.13,0.035,0.042242913,0.170763394,0.167012106,0.072816765,0.121766347,0.425398475,0.052,0.245,0.22,0.011,0.472,0.653,0.06,0.287,0.91716814,0.013089446,0.037098363,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,5,,,
3,128,0.891,0.095,0.014,0.062846159,0.071899327,0.043421876,0.023715896,0.481430409,0.316686333,0.046,0.255,0.369,0.054,0.277,0,0,0,0.958492577,0,0,0,0,0,0.017848803,0,0,0,0,0,0,0,0,0.008827908,1,8,5,,,
4,42,0.082,0.515,0.403,0.331557905,0.132227997,0.281184559,0,0.076688205,0.178341333,0.002,0.091,0.317,0.004,0.586,0.027,0.056,0.917,0.109008789,0,0.078026064,0.721432507,0,0,0,0,0,0,0,0,0,0,0,0,2,8,5,,,
2,212,0.947,0.043,0.009,0.024447149,0.135904627,0.480509286,0.038174342,0.293500475,0.027464121,0.004,0.156,0.073,0.008,0.759,0.815,0.042,0.143,0.891361058,0.003379152,0,0,0,0,0.101416148,0,0,0,0,0,0,0,0,0,2,11,4,,,
1,37,0.06,0.589,0.351,0.293647621,0.272441234,0.16624889,0,0.050509758,0.217152498,0.006,0.174,0.203,0.018,0.599,0.029,0.623,0.348,0.235421136,0,0,0.337242842,0.153257802,0,0,0,0,0,0,0,0,0,0,0,1,7,4,,,
3,55,0.108,0.635,0.257,0.268799568,0.271210774,0.188154805,0.033964449,0.063194272,0.174676131,0.004,0.114,0.351,0.009,0.523,0.068,0.482,0.45,0.066840738,0,0,0.761796355,0,0.043200437,0,0,0,0,0,0,0,0,0,0,1,7,4,,,
4,130,0.671,0.274,0.054,0.081710087,0.117531037,0.729697851,0,0.028700476,0.04236055,0.007,0.05,0.435,0.003,0.506,0.229,0.079,0.691,0.039488915,0,0,0.081907779,0,0,0,0.864200652,0,0,0,0,0,0,0,0,2,7,4,,,
2,40,0.152,0.823,0.025,0.09099525,0.304873242,0.145400355,0.179729591,0.18445913,0.094542433,0,0.67,0.297,0,0.032,0,0,0,0.009870139,0,0.015660169,0.955886662,0,0,0,0,0,0,0,0,0,0,0,0,2,29,4,,,
4,81,0.06,0.319,0.622,0.347735266,0.269082593,0.078836117,0.026574655,0.048688633,0.229082736,0.002,0.011,0.68,0.009,0.299,0,0,0,0.872742057,0.035341822,0,0,0,0,0.027369607,0,0,0,0,0,0,0,0,0,2,29,4,,,
1,36,0.09,0.494,0.415,0.237386541,0.181895969,0.116451018,0.129890294,0.119083716,0.215292462,0.02,0.063,0.247,0.046,0.624,0.066,0.123,0.811,0.35763514,0.141166762,0,0,0,0,0,0,0.149038345,0,0,0,0,0,0,0,1,9,2,,,
4,27,0.689,0.263,0.048,0.066414369,0.231306112,0.350268973,0.218274197,0.099162146,0.034574203,0.003,0.181,0.468,0.008,0.34,0,0,0,0.035545152,0,0.899180412,0.050317895,0,0,0,0,0,0,0,0,0,0,0,0,2,9,2,,,
5,28,0.723,0.212,0.065,0.034709758,0.13941315,0.173418952,0.095706048,0.49883682,0.057915272,0.213,0.3,0.182,0.031,0.274,0,0,0,0.093752205,0,0,0.77194792,0,0,0,0,0,0,0,0,0.06014419,0,0,0,1,2,3,,,
1,75,0.261,0.569,0.17,0.093001994,0.320016031,0.255219945,0.034923518,0.08231774,0.214520772,0.005,0.025,0.538,0.009,0.423,0,0,0,0.92549324,0,0,0.024803542,0,0,0.014375128,0,0,0,0,0,0,0,0,0,1,8,3,,,
1,35,0.468,0.397,0.134,0.093330971,0.307307203,0.208997699,0.043337767,0.151345806,0.195680554,0.065,0.267,0.194,0.02,0.454,0.447,0.057,0.496,0,0,0.690423429,0.054910924,0,0,0,0.136734471,0,0,0,0,0,0,0,0,1,8,3,,,
1,92,0.972,0.025,0.004,0.002405268,0.022171848,0.051718453,0.006513336,0.913180391,0.004010704,0.009,0.202,0.14,0.006,0.643,0.978,0.012,0.01,0.996147275,0.002738582,3.37E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,,,
1,44,0.034,0.418,0.548,0.181813188,0.420006547,0.171236227,0.032123678,0.063696037,0.131124323,0.006,0.188,0.231,0.107,0.468,0.057,0.225,0.718,0.552445591,0,0,0.146238565,0,0,0,0,0.083574332,0,0,0,0,0,0,0,1,25,3,,,
1,106,0.496,0.326,0.178,0.063231944,0.130393018,0.672764605,0.042314366,0.060997172,0.030298896,0.04,0.02,0.629,0.004,0.307,0,0,0,0.501205266,0,0,0.206957549,0,0,0,0.213340402,0,0,0,0,0,0,0,0,1,7,4,,,
2,44,0.703,0.279,0.018,0.021315147,0.261712695,0.423004568,0.127456695,0.096319342,0.070191554,0.004,0.395,0.273,0.002,0.326,0,0,0,0,0,0.121513829,0.181769282,0,0.582278431,0,0,0,0,0,0,0,0,0,0,2,7,4,,,
2,17,0.033,0.701,0.267,0.173571964,0.236981547,0.225007504,0.172773494,0.107383273,0.084282218,0.01,0.003,0.806,0.009,0.172,0,0,0,0.248979509,0,0.235272288,0.412801266,0,0,0,0,0,0,0,0,0,0,0,0,2,22,4,,,
4,42,0.003,0.019,0.978,0.489459927,0.133495455,0.027574577,0.012811278,0.025963979,0.310694785,0.029,0.012,0.235,0.043,0.681,0,0,1,0.37279889,0,0,0.34442234,0,0,0.167187586,0,0,0,0,0,0,0,0,0,2,22,4,,,
1,79,0.354,0.318,0.328,0.082216912,0.108629065,0.228927419,0.19585961,0.264639721,0.119727274,0.288,0.142,0.171,0.034,0.366,0.246,0.201,0.553,0.45012641,0.033806972,0,0,0,0,0.449529707,0,0,0,0,0,0,0,0,0,1,1,4,,,
4,61,0.019,0.226,0.756,0.376266044,0.054610151,0.011846702,0.006278733,0.080323503,0.470674867,0.049,0.011,0.307,0.043,0.589,0,0.005,0.994,0,0,0,0.561580479,0.355208278,0,0.023453116,0,0,0,0,0,0,0,0,0,2,29,4,,,
2,69,0.358,0.609,0.033,0.225942087,0.205661873,0.338205889,0.06981796,0.091773966,0.068598225,0.001,0.584,0.186,0.001,0.228,0,0,0,0.517133534,0,0,0.361934543,0,0,0,0,0,0,0,0,0.042950597,0,0,0,2,18,3,,,
3,80,0.807,0.171,0.022,0.040714997,0.116645822,0.291302201,0.071359795,0.410589927,0.069387258,0.007,0.095,0.505,0.004,0.389,0,0,0,0.858519197,0,0,0,0,0.047775194,0.044799041,0,0,0,0,0,0,0,0,0,1,18,3,,,
4,24,0.6,0.382,0.018,0.009804618,0.053550531,0.056183054,0.850721159,0.017567835,0.012172804,0.002,0.876,0.056,0.001,0.066,0,0,0,0,0,0,0.573295236,0,0,0.0825193,0,0,0,0.086725272,0,0,0,0,0,2,18,3,,,
